event_id,timestamp,user_id,role,department,file_id,file_type,file_sensitivity,action,device_id,country,city,app,is_external_share,share_scope,permission_change,bytes,label,intent,scenario_id,hour,weekday,is_weekend,new_device,new_city,off_hours,bytes_zscore,is_external_event,events_10m,views_10m,downloads_10m,edits_10m,deletes_10m,renames_10m,bytes_10m,files_touched_10m,shares_30m,external_shares_30m,permission_changes_30m
evt_00015317,2026-06-13 08:13:30,user_007,office_staff,operations,file_00036,txt,low,view,office_staff_device_7_0,AU,Sydney,web,0,none,0,6725,0,normal,,8,5,1,0,0,0,-0.3419116882756517,0,1,1,0,0,0,0,6725,1,0,0,0
evt_00015332,2026-06-13 08:15:16,user_007,office_staff,operations,file_00122,docx,medium,view,office_staff_device_7_1,AU,Sydney,web,0,none,0,6191,0,normal,,8,5,1,0,0,0,-0.3428508835099554,0,2,2,0,0,0,0,12916,2,0,0,0
evt_00015331,2026-06-13 08:32:13,user_007,office_staff,operations,file_00175,docx,low,edit,office_staff_device_7_0,AU,Sydney,web,0,none,0,31200,0,normal,,8,5,1,0,0,0,-0.2988652400367338,0,1,0,0,1,0,0,31200,1,0,0,0
evt_00015312,2026-06-13 08:57:52,user_007,office_staff,operations,file_00048,csv,low,share,office_staff_device_7_0,AU,Sydney,desktop,0,internal,0,14,0,normal,,8,5,1,0,0,0,-0.3537149452370972,0,1,0,0,0,0,0,14,1,1,0,0
evt_00015329,2026-06-13 08:59:23,user_007,office_staff,operations,file_00029,xlsx,medium,view,office_staff_device_7_0,NZ,Auckland,web,0,none,0,5806,0,normal,,8,5,1,0,0,0,-0.3435280186507923,0,2,1,0,0,0,0,5820,2,1,0,0
evt_00015319,2026-06-13 09:17:04,user_007,office_staff,operations,file_00113,pptx,low,edit,office_staff_device_7_0,NZ,Auckland,web,0,none,0,41076,0,normal,,9,5,1,0,0,0,-0.28149540457983685,0,1,0,0,1,0,0,41076,1,1,0,0
evt_00015320,2026-06-13 09:33:39,user_007,office_staff,operations,file_00112,txt,low,edit,office_staff_device_7_0,NZ,Auckland,web,0,none,0,29115,0,normal,,9,5,1,0,0,0,-0.30253232255269474,0,1,0,0,1,0,0,29115,1,0,0,0
evt_00015321,2026-06-13 11:14:40,user_007,office_staff,operations,file_00331,docx,low,edit,office_staff_device_7_0,NZ,Auckland,desktop,0,none,0,47560,0,normal,,11,5,1,0,0,0,-0.2700913935325991,0,1,0,0,1,0,0,47560,1,0,0,0
evt_00015330,2026-06-13 11:20:19,user_007,office_staff,operations,file_00012,xlsx,medium,download,office_staff_device_7_0,AU,Sydney,web,0,none,0,2267117,0,normal,,11,5,1,0,0,0,3.633648974754547,0,2,0,1,1,0,0,2314677,2,0,0,0
evt_00015313,2026-06-13 11:25:22,user_007,office_staff,operations,file_00076,csv,medium,edit,office_staff_device_7_1,NZ,Auckland,web,0,none,0,39098,0,normal,,11,5,1,0,0,0,-0.2849742962904223,0,2,0,1,1,0,0,2306215,2,0,0,0
evt_00015323,2026-06-13 11:44:05,user_007,office_staff,operations,file_00085,docx,high,view,office_staff_device_7_0,NZ,Auckland,mobile,0,none,0,2256,0,normal,,11,5,1,0,0,0,-0.3497717322870807,0,1,1,0,0,0,0,2256,1,0,0,0
evt_00015333,2026-06-13 12:48:36,user_007,office_staff,operations,file_00127,pdf,high,view,office_staff_device_7_0,AU,Sydney,web,0,none,0,8631,0,normal,,12,5,1,0,0,0,-0.3385594296303656,0,1,1,0,0,0,0,8631,1,0,0,0
evt_00015328,2026-06-13 12:50:37,user_007,office_staff,operations,file_00077,docx,high,download,office_staff_device_7_1,NZ,Auckland,web,0,none,0,1149272,0,normal,,12,5,1,0,0,0,1.6675914903160105,0,2,1,1,0,0,0,1157903,2,0,0,0
evt_00015322,2026-06-13 13:11:52,user_007,office_staff,operations,file_00085,docx,high,edit,office_staff_device_7_1,NZ,Auckland,desktop,0,none,0,18094,0,normal,,13,5,1,0,0,0,-0.3219159755063664,0,1,0,0,1,0,0,18094,1,0,0,0
evt_00015327,2026-06-13 13:27:28,user_007,office_staff,operations,file_00054,pptx,low,download,office_staff_device_7_1,NZ,Auckland,mobile,0,none,0,797727,0,normal,,13,5,1,0,0,0,1.049296755028967,0,1,0,1,0,0,0,797727,1,0,0,0
evt_00015318,2026-06-13 15:11:12,user_007,office_staff,operations,file_00119,docx,medium,view,office_staff_device_7_1,AU,Sydney,desktop,0,none,0,5978,0,normal,,15,5,1,0,0,0,-0.3432255063281327,0,1,1,0,0,0,0,5978,1,0,0,0
evt_00015334,2026-06-13 15:36:58,user_007,office_staff,operations,file_00031,csv,low,view,office_staff_device_7_0,NZ,Auckland,desktop,0,none,0,1448,0,normal,,15,5,1,0,0,0,-0.3511928366865514,0,1,1,0,0,0,0,1448,1,0,0,0
evt_00015315,2026-06-13 16:08:32,user_007,office_staff,operations,file_00028,pdf,low,share,office_staff_device_7_0,NZ,Auckland,web,0,internal,0,231,0,normal,,16,5,1,0,0,0,-0.3533332872486255,0,1,0,0,0,0,0,231,1,1,0,0
evt_00015325,2026-06-13 16:13:26,user_007,office_staff,operations,file_00406,txt,medium,view,office_staff_device_7_0,NZ,Auckland,web,0,none,0,3167,0,normal,,16,5,1,0,0,0,-0.3481694722525289,0,2,1,0,0,0,0,3398,2,1,0,0
evt_00015324,2026-06-13 16:25:51,user_007,office_staff,operations,file_00089,pptx,low,delete,office_staff_device_7_0,AU,Sydney,web,0,none,0,594,0,normal,,16,5,1,0,0,0,-0.35269484554440783,0,1,0,0,0,1,0,594,1,1,0,0
evt_00015326,2026-06-13 16:32:46,user_007,office_staff,operations,file_00009,pptx,low,view,office_staff_device_7_0,AU,Sydney,web,0,none,0,8139,0,normal,,16,5,1,0,0,0,-0.339424755576578,0,2,1,0,0,1,0,8733,2,1,0,0
evt_00015316,2026-06-13 16:34:31,user_007,office_staff,operations,file_00111,docx,high,edit,office_staff_device_7_0,AU,Sydney,desktop,0,none,0,7055,0,normal,,16,5,1,0,0,0,-0.3413312867263629,0,3,1,0,1,1,0,15788,3,1,0,0
evt_00015694,2026-06-14 06:23:35,user_007,office_staff,operations,file_00072,csv,high,download,office_staff_device_7_1,NZ,Auckland,desktop,0,none,0,2775030,0,normal,,6,6,1,0,0,1,4.526962587190646,0,1,0,1,0,0,0,2775030,1,0,0,0
evt_00015695,2026-06-14 06:40:41,user_007,office_staff,operations,file_00006,xlsx,medium,download,office_staff_device_7_0,AU,Sydney,web,0,none,0,111391,0,normal,,6,6,1,0,0,1,-0.15782590476698652,0,1,0,1,0,0,0,111391,1,0,0,0
evt_00015693,2026-06-14 08:19:16,user_007,office_staff,operations,file_00174,txt,low,view,office_staff_device_7_1,NZ,Auckland,web,0,none,0,9668,0,normal,,8,6,1,0,0,0,-0.33673556173153996,0,1,1,0,0,0,0,9668,1,0,0,0
evt_00015692,2026-06-14 09:23:56,user_007,office_staff,operations,file_00223,pptx,high,view,office_staff_device_7_0,AU,Sydney,mobile,0,none,0,7320,0,normal,,9,6,1,0,0,0,-0.3408652066943583,0,1,1,0,0,0,0,7320,1,0,0,0
evt_00015704,2026-06-14 09:35:36,user_007,office_staff,operations,file_00086,docx,medium,edit,office_staff_device_7_0,NZ,Auckland,web,0,none,0,47250,0,normal,,9,6,1,0,0,0,-0.2706366192304158,0,1,0,0,1,0,0,47250,1,0,0,0
evt_00015703,2026-06-14 10:42:56,user_007,office_staff,operations,file_00118,txt,low,edit,office_staff_device_7_1,AU,Sydney,web,0,none,0,13118,0,normal,,10,6,1,0,0,0,-0.3306677273526118,0,1,0,0,1,0,0,13118,1,0,0,0
evt_00015701,2026-06-14 11:40:42,user_007,office_staff,operations,file_00055,docx,medium,share,office_staff_device_7_0,AU,Sydney,web,0,internal,0,2833,0,normal,,11,6,1,0,0,0,-0.34875690897211215,0,1,0,0,0,0,0,2833,1,1,0,0
evt_00015697,2026-06-14 13:07:27,user_007,office_staff,operations,file_00135,xlsx,medium,view,office_staff_device_7_0,NZ,Auckland,desktop,0,none,0,9750,0,normal,,13,6,1,0,0,0,-0.33659134074050456,0,1,1,0,0,0,0,9750,1,0,0,0
evt_00015690,2026-06-14 13:16:18,user_007,office_staff,operations,file_00104,pdf,low,edit,office_staff_device_7_0,AU,Sydney,web,0,none,0,37342,0,normal,,13,6,1,0,0,0,-0.2880627360496681,0,2,1,0,1,0,0,47092,2,0,0,0
evt_00015689,2026-06-14 13:47:13,user_007,office_staff,operations,file_00122,docx,medium,download,office_staff_device_7_1,NZ,Auckland,web,0,none,0,598174,0,normal,,13,6,1,0,0,0,0.6983244205888939,0,1,0,1,0,0,0,598174,1,0,0,0
evt_00015702,2026-06-14 13:59:28,user_007,office_staff,operations,file_00115,pptx,high,view,office_staff_device_7_1,AU,Sydney,web,0,none,0,8322,0,normal,,13,6,1,0,0,0,-0.3391028965356087,0,1,1,0,0,0,0,8322,1,0,0,0
evt_00015691,2026-06-14 14:25:39,user_007,office_staff,operations,file_00078,pptx,low,view,office_staff_device_7_1,AU,Sydney,web,0,none,0,884,0,normal,,14,6,1,0,0,0,-0.35218479569806316,0,1,1,0,0,0,0,884,1,0,0,0
evt_00000359,2026-05-27 06:11:15,user_008,office_staff,operations,file_00029,xlsx,medium,view,office_staff_device_8_1,NZ,Auckland,desktop,0,none,0,6340,0,normal,,6,2,0,0,0,1,-0.3249353797302437,0,1,1,0,0,0,0,6340,1,0,0,0
evt_00000360,2026-05-27 06:36:12,user_008,office_staff,operations,file_00031,csv,low,download,office_staff_device_8_1,NZ,Auckland,web,0,none,0,1193395,0,normal,,6,2,0,0,0,1,1.7411457781758022,0,1,0,1,0,0,0,1193395,1,0,0,0
evt_00000361,2026-05-27 08:33:30,user_008,office_staff,operations,file_00014,pdf,low,view,office_staff_device_8_1,NZ,Wellington,desktop,0,none,0,1176,0,normal,,8,2,0,0,0,0,-0.3339233736306332,0,1,1,0,0,0,0,1176,1,0,0,0
evt_00000398,2026-05-27 09:00:32,user_008,office_staff,operations,file_00069,docx,high,edit,office_staff_device_8_1,NZ,Auckland,web,0,none,0,41660,0,normal,,9,2,0,0,0,0,-0.2634605647492685,0,1,0,0,1,0,0,41660,1,0,0,0
evt_00000375,2026-05-27 09:01:13,user_008,office_staff,operations,file_00073,pdf,low,edit,office_staff_device_8_1,NZ,Wellington,mobile,0,none,0,46577,0,normal,,9,2,0,0,0,0,-0.2549024768313337,0,2,0,0,2,0,0,88237,2,0,0,0
evt_00000378,2026-05-27 09:05:42,user_008,office_staff,operations,file_00027,docx,high,view,office_staff_device_8_1,NZ,Auckland,mobile,0,none,0,8022,0,normal,,9,2,0,0,0,0,-0.3220078418254306,0,3,1,0,2,0,0,96259,3,0,0,0
evt_00000349,2026-05-27 09:29:06,user_008,office_staff,operations,file_00151,pptx,low,edit,office_staff_device_8_0,NZ,Wellington,web,0,none,0,45437,0,normal,,9,2,0,0,0,0,-0.25688665828881707,0,1,0,0,1,0,0,45437,1,0,0,0
evt_00000384,2026-05-27 09:59:06,user_008,office_staff,operations,file_00308,csv,medium,edit,office_staff_device_8_1,NZ,Wellington,desktop,0,none,0,34023,0,normal,,9,2,0,0,0,0,-0.27675284000435646,0,1,0,0,1,0,0,34023,1,0,0,0
evt_00000374,2026-05-27 10:03:23,user_008,office_staff,operations,file_00418,docx,high,edit,office_staff_device_8_1,NZ,Wellington,web,0,none,0,11378,0,normal,,10,2,0,0,0,0,-0.3161666900962077,0,2,0,0,2,0,0,45401,2,0,0,0
evt_00000390,2026-05-27 10:04:19,user_008,office_staff,operations,file_00071,pdf,high,download,office_staff_device_8_0,NZ,Auckland,desktop,0,none,0,727073,0,normal,,10,2,0,0,0,0,0.9295076504419877,0,3,0,1,2,0,0,772474,3,0,0,0
evt_00000353,2026-05-27 10:17:17,user_008,office_staff,operations,file_00091,xlsx,high,view,office_staff_device_8_0,NZ,Auckland,web,0,none,0,6590,0,normal,,10,2,0,0,0,0,-0.32450025221763773,0,1,1,0,0,0,0,6590,1,0,0,0
evt_00000377,2026-05-27 10:28:02,user_008,office_staff,operations,file_00062,xlsx,low,view,office_staff_device_8_1,NZ,Auckland,web,0,none,0,5174,0,normal,,10,2,0,0,0,0,-0.3269648144490381,0,1,1,0,0,0,0,5174,1,0,0,0
evt_00000381,2026-05-27 11:08:02,user_008,office_staff,operations,file_00034,xlsx,low,view,office_staff_device_8_0,NZ,Auckland,mobile,0,none,0,871,0,normal,,11,2,0,0,0,0,-0.3344542291960125,0,1,1,0,0,0,0,871,1,0,0,0
evt_00000388,2026-05-27 11:08:19,user_008,office_staff,operations,file_00086,docx,medium,edit,office_staff_device_8_1,NZ,Auckland,web,0,none,0,3746,0,normal,,11,2,0,0,0,0,-0.3294502628010435,0,2,1,0,1,0,0,4617,2,0,0,0
evt_00000370,2026-05-27 11:10:28,user_008,office_staff,operations,file_00086,docx,medium,share,office_staff_device_8_0,NZ,Wellington,web,0,internal,0,2160,0,normal,,11,2,0,0,0,0,-0.33221071174101596,0,3,1,0,1,0,0,6777,2,1,0,0
evt_00000358,2026-05-27 11:17:34,user_008,office_staff,operations,file_00143,docx,low,rename,office_staff_device_8_0,NZ,Wellington,web,0,none,0,1470,0,normal,,11,2,0,0,0,0,-0.33341166367580855,0,4,1,0,1,0,1,8247,3,1,0,0
evt_00000395,2026-05-27 11:43:13,user_008,office_staff,operations,file_00199,txt,low,view,office_staff_device_8_1,NZ,Auckland,web,0,none,0,4362,0,normal,,11,2,0,0,0,0,-0.32837810860998234,0,1,1,0,0,0,0,4362,1,0,0,0
evt_00000391,2026-05-27 11:53:03,user_008,office_staff,operations,file_00351,csv,low,edit,office_staff_device_8_0,NZ,Wellington,web,0,none,0,45083,0,normal,,11,2,0,0,0,0,-0.25750279884666716,0,2,1,0,1,0,0,49445,2,0,0,0
evt_00000347,2026-05-27 11:53:54,user_008,office_staff,operations,file_00075,docx,high,download,office_staff_device_8_0,NZ,Auckland,web,0,none,0,2654334,0,normal,,11,2,0,0,0,0,4.283924790732171,0,2,0,1,1,0,0,2699417,2,0,0,0
evt_00000389,2026-05-27 11:58:52,user_008,office_staff,operations,file_00130,csv,low,edit,office_staff_device_8_1,NZ,Auckland,desktop,0,none,0,3757,0,normal,,11,2,0,0,0,0,-0.32943111719048884,0,3,0,1,2,0,0,2703174,3,0,0,0
evt_00000394,2026-05-27 12:01:24,user_008,office_staff,operations,file_00042,txt,medium,download,office_staff_device_8_0,NZ,Wellington,desktop,0,none,0,607309,0,normal,,12,2,0,0,0,0,0.7210572047630093,0,4,0,2,2,0,0,3310483,4,0,0,0
evt_00000357,2026-05-27 12:03:51,user_008,office_staff,operations,file_00382,pptx,low,view,office_staff_device_8_1,NZ,Auckland,desktop,0,none,0,3120,0,normal,,12,2,0,0,0,0,-0.33053982209260896,0,4,1,2,1,0,0,3268520,4,0,0,0
evt_00000365,2026-05-27 12:08:11,user_008,office_staff,operations,file_00106,xlsx,low,view,office_staff_device_8_1,NZ,Wellington,desktop,0,none,0,9108,0,normal,,12,2,0,0,0,0,-0.3201176479106701,0,4,2,1,1,0,0,623294,4,0,0,0
evt_00000348,2026-05-27 12:16:52,user_008,office_staff,operations,file_00388,docx,high,view,office_staff_device_8_0,NZ,Wellington,mobile,0,none,0,769,0,normal,,12,2,0,0,0,0,-0.33463176122115573,0,2,2,0,0,0,0,9877,2,0,0,0
evt_00000382,2026-05-27 12:20:58,user_008,office_staff,operations,file_00035,csv,medium,permission_change,office_staff_device_8_0,NZ,Wellington,web,0,none,1,223,0,normal,,12,2,0,0,0,0,-0.33558207970868725,0,2,1,0,0,0,0,992,2,0,0,1
evt_00000397,2026-05-27 12:27:57,user_008,office_staff,operations,file_00031,csv,low,share,office_staff_device_8_1,NZ,Auckland,web,0,internal,0,614,0,normal,,12,2,0,0,0,0,-0.33490154027897145,0,2,0,0,0,0,0,837,2,1,0,1
evt_00000368,2026-05-27 12:50:06,user_008,office_staff,operations,file_00084,pdf,low,view,office_staff_device_8_0,NZ,Wellington,web,0,none,0,4332,0,normal,,12,2,0,0,0,0,-0.32843032391149507,0,1,1,0,0,0,0,4332,1,1,0,1
evt_00000346,2026-05-27 12:54:07,user_008,office_staff,operations,file_00031,csv,low,view,office_staff_device_8_0,NZ,Wellington,desktop,0,none,0,3462,0,normal,,12,2,0,0,0,0,-0.32994456765536395,0,2,2,0,0,0,0,7794,2,1,0,0
evt_00000362,2026-05-27 13:03:01,user_008,office_staff,operations,file_00321,docx,high,view,office_staff_device_8_0,NZ,Wellington,desktop,0,none,0,4008,0,normal,,13,2,0,0,0,0,-0.32899424916783243,0,2,2,0,0,0,0,7470,2,0,0,0
evt_00000367,2026-05-27 13:10:40,user_008,office_staff,operations,file_00042,txt,medium,download,office_staff_device_8_1,NZ,Wellington,web,0,none,0,687344,0,normal,,13,2,0,0,0,0,0.8603589266486931,0,2,1,1,0,0,0,691352,2,0,0,0
evt_00000387,2026-05-27 13:52:50,user_008,office_staff,operations,file_00081,pdf,medium,view,office_staff_device_8_1,NZ,Auckland,web,0,none,0,2608,0,normal,,13,2,0,0,0,0,-0.331430963238426,0,1,1,0,0,0,0,2608,1,0,0,0
evt_00000366,2026-05-27 13:58:51,user_008,office_staff,operations,file_00068,pdf,low,edit,office_staff_device_8_0,NZ,Wellington,desktop,0,none,0,14220,0,normal,,13,2,0,0,0,0,-0.3112201605329027,0,2,1,0,1,0,0,16828,2,0,0,0
evt_00000371,2026-05-27 14:10:46,user_008,office_staff,operations,file_00244,docx,medium,view,office_staff_device_8_0,NZ,Wellington,web,0,none,0,8143,0,normal,,14,2,0,0,0,0,-0.32179724010932925,0,1,1,0,0,0,0,8143,1,0,0,0
evt_00000350,2026-05-27 14:23:43,user_008,office_staff,operations,file_00045,xlsx,low,permission_change,office_staff_device_8_1,NZ,Wellington,desktop,0,none,1,481,0,normal,,14,2,0,0,0,0,-0.33513302811567786,0,1,0,0,0,0,0,481,1,0,0,1
evt_00000372,2026-05-27 14:41:10,user_008,office_staff,operations,file_00039,docx,low,share,office_staff_device_8_0,NZ,Auckland,web,0,internal,0,2300,0,normal,,14,2,0,0,0,0,-0.33196704033395663,0,1,0,0,0,0,0,2300,1,1,0,1
evt_00000400,2026-05-27 14:42:20,user_008,office_staff,operations,file_00362,docx,low,view,office_staff_device_8_0,NZ,Wellington,desktop,0,none,0,2752,0,normal,,14,2,0,0,0,0,-0.33118032979116496,0,2,1,0,0,0,0,5052,2,1,0,1
evt_00000401,2026-05-27 14:47:02,user_008,office_staff,operations,file_00094,xlsx,low,view,office_staff_device_8_1,NZ,Wellington,desktop,0,none,0,1285,0,normal,,14,2,0,0,0,0,-0.33373365803513694,0,3,2,0,0,0,0,6337,3,1,0,1
evt_00000354,2026-05-27 14:56:35,user_008,office_staff,operations,file_00089,pptx,low,view,office_staff_device_8_0,NZ,Auckland,web,0,none,0,9155,0,normal,,14,2,0,0,0,0,-0.3200358439383002,0,2,2,0,0,0,0,10440,2,1,0,0
evt_00000386,2026-05-27 14:56:56,user_008,office_staff,operations,file_00086,docx,medium,edit,office_staff_device_8_0,NZ,Auckland,web,0,none,0,9912,0,normal,,14,2,0,0,0,0,-0.31871827783012924,0,3,2,0,1,0,0,20352,3,1,0,0
evt_00000345,2026-05-27 15:29:20,user_008,office_staff,operations,file_00246,docx,high,view,office_staff_device_8_0,NZ,Auckland,web,0,none,0,2532,0,normal,,15,2,0,0,0,0,-0.33156324200225823,0,1,1,0,0,0,0,2532,1,0,0,0
evt_00000376,2026-05-27 15:31:57,user_008,office_staff,operations,file_00112,txt,low,view,office_staff_device_8_0,NZ,Auckland,web,0,none,0,942,0,normal,,15,2,0,0,0,0,-0.33433065298243236,0,2,2,0,0,0,0,3474,2,0,0,0
evt_00000392,2026-05-27 15:32:25,user_008,office_staff,operations,file_00101,pdf,low,download,office_staff_device_8_0,NZ,Wellington,web,0,none,0,461588,0,normal,,15,2,0,0,0,0,0.4674283397051755,0,3,2,1,0,0,0,465062,3,0,0,0
evt_00000385,2026-05-27 15:36:38,user_008,office_staff,operations,file_00022,pdf,low,share,office_staff_device_8_0,NZ,Auckland,web,0,internal,0,2488,0,normal,,15,2,0,0,0,0,-0.3316398244444769,0,4,2,1,0,0,0,467550,4,1,0,0
evt_00000364,2026-05-27 15:41:20,user_008,office_staff,operations,file_00062,xlsx,low,download,office_staff_device_8_1,NZ,Wellington,web,0,none,0,1550029,0,normal,,15,2,0,0,0,0,2.3618708394987107,0,4,1,2,0,0,0,2015047,4,1,0,0
evt_00000351,2026-05-27 15:51:08,user_008,office_staff,operations,file_00234,pdf,medium,permission_change,office_staff_device_8_1,NZ,Wellington,web,0,none,1,624,0,normal,,15,2,0,0,0,0,-0.3348841351784672,0,2,0,1,0,0,0,1550653,2,1,0,1
evt_00000369,2026-05-27 15:56:24,user_008,office_staff,operations,file_00054,pptx,low,delete,office_staff_device_8_1,NZ,Auckland,web,0,none,0,1612,0,normal,,15,2,0,0,0,0,-0.3331645112486483,0,2,0,0,0,1,0,2236,2,1,0,1
evt_00000396,2026-05-27 15:58:08,user_008,office_staff,operations,file_00048,csv,low,delete,office_staff_device_8_0,NZ,Wellington,web,0,none,0,1440,0,normal,,15,2,0,0,0,0,-0.3334638789773212,0,3,0,0,0,2,0,3676,3,1,0,1
evt_00000383,2026-05-27 15:58:55,user_008,office_staff,operations,file_00044,csv,high,view,office_staff_device_8_1,NZ,Wellington,web,0,none,0,909,0,normal,,15,2,0,0,0,0,-0.3343880898140964,0,4,1,0,0,2,0,4585,4,1,0,1
evt_00000355,2026-05-27 16:15:40,user_008,office_staff,operations,file_00086,docx,medium,view,office_staff_device_8_1,NZ,Wellington,desktop,0,none,0,8145,0,normal,,16,2,0,0,0,0,-0.3217937590892284,0,1,1,0,0,0,0,8145,1,0,0,1
evt_00000373,2026-05-27 16:16:42,user_008,office_staff,operations,file_00116,txt,high,view,office_staff_device_8_1,NZ,Auckland,web,0,none,0,2474,0,normal,,16,2,0,0,0,0,-0.33166419158518284,0,2,2,0,0,0,0,10619,2,0,0,1
evt_00000356,2026-05-27 16:20:24,user_008,office_staff,operations,file_00013,xlsx,high,edit,office_staff_device_8_0,NZ,Auckland,web,0,none,0,10523,0,normal,,16,2,0,0,0,0,-0.31765482618932017,0,3,2,0,1,0,0,21142,3,0,0,1
evt_00000379,2026-05-27 16:26:34,user_008,office_staff,operations,file_00042,txt,medium,edit,office_staff_device_8_0,NZ,Auckland,web,0,none,0,2421,0,normal,,16,2,0,0,0,0,-0.3317564386178553,0,3,1,0,2,0,0,15418,3,0,0,0
evt_00000380,2026-05-27 16:36:57,user_008,office_staff,operations,file_00001,xlsx,low,share,office_staff_device_8_0,NZ,Wellington,desktop,0,internal,0,1379,0,normal,,16,2,0,0,0,0,-0.3335700500903971,0,1,0,0,0,0,0,1379,1,1,0,0
evt_00000393,2026-05-27 18:37:35,user_008,office_staff,operations,file_00205,txt,low,view,office_staff_device_8_1,NZ,Auckland,web,0,none,0,3521,0,normal,,18,2,0,0,0,1,-0.3298418775623889,0,1,1,0,0,0,0,3521,1,0,0,0
evt_00000363,2026-05-27 18:45:42,user_008,office_staff,operations,file_00017,txt,high,share,office_staff_device_8_0,NZ,Auckland,web,0,internal,0,1912,0,normal,,18,2,0,0,0,1,-0.3326423582335211,0,2,1,0,0,0,0,5433,2,1,0,0
evt_00000352,2026-05-27 18:52:46,user_008,office_staff,operations,file_00099,csv,low,view,office_staff_device_8_1,NZ,Auckland,web,0,none,0,1212,0,normal,,18,2,0,0,0,1,-0.3338607152688179,0,2,1,0,0,0,0,3124,2,1,0,0
evt_00000399,2026-05-27 18:55:17,user_008,office_staff,operations,file_00031,csv,low,view,office_staff_device_8_1,NZ,Auckland,web,0,none,0,8480,0,normal,,18,2,0,0,0,1,-0.3212106882223364,0,3,2,0,0,0,0,11604,3,1,0,0
evt_00001471,2026-05-28 06:10:48,user_008,office_staff,operations,file_00110,xlsx,low,view,office_staff_device_8_0,NZ,Wellington,desktop,0,none,0,4869,0,normal,,6,3,0,0,0,1,-0.3274956700144174,0,1,1,0,0,0,0,4869,1,0,0,0
evt_00001433,2026-05-28 06:47:12,user_008,office_staff,operations,file_00018,txt,low,share,office_staff_device_8_0,NZ,Auckland,web,0,internal,0,2049,0,normal,,6,3,0,0,0,1,-0.33240390835661304,0,1,0,0,0,0,0,2049,1,1,0,0
evt_00001476,2026-05-28 08:03:38,user_008,office_staff,operations,file_00078,pptx,low,view,office_staff_device_8_1,NZ,Wellington,web,0,none,0,4250,0,normal,,8,3,0,0,0,0,-0.32857304573562984,0,1,1,0,0,0,0,4250,1,0,0,0
evt_00001464,2026-05-28 08:25:36,user_008,office_staff,operations,file_00068,pdf,low,download,office_staff_device_8_0,NZ,Auckland,web,0,none,0,1077847,0,normal,,8,3,0,0,0,0,1.5400333228694112,0,1,0,1,0,0,0,1077847,1,0,0,0
evt_00001467,2026-05-28 08:49:08,user_008,office_staff,operations,file_00040,csv,medium,view,office_staff_device_8_0,NZ,Auckland,web,0,none,0,9100,0,normal,,8,3,0,0,0,0,-0.3201315719910735,0,1,1,0,0,0,0,9100,1,0,0,0
evt_00001459,2026-05-28 08:53:33,user_008,office_staff,operations,file_00089,pptx,low,view,office_staff_device_8_1,NZ,Wellington,web,0,none,0,1972,0,normal,,8,3,0,0,0,0,-0.33253792763049567,0,2,2,0,0,0,0,11072,2,0,0,0
evt_00001438,2026-05-28 09:12:30,user_008,office_staff,operations,file_00031,csv,low,view,office_staff_device_8_1,NZ,Wellington,web,0,none,0,4909,0,normal,,9,3,0,0,0,0,-0.3274260496124004,0,1,1,0,0,0,0,4909,1,0,0,0
evt_00001445,2026-05-28 09:43:19,user_008,office_staff,operations,file_00051,csv,low,view,office_staff_device_8_0,NZ,Wellington,web,0,none,0,8261,0,normal,,9,3,0,0,0,0,-0.32159185992337924,0,1,1,0,0,0,0,8261,1,0,0,0
evt_00001462,2026-05-28 09:49:43,user_008,office_staff,operations,file_00416,xlsx,low,edit,office_staff_device_8_1,NZ,Auckland,web,0,none,0,34753,0,normal,,9,3,0,0,0,0,-0.27548226766754697,0,2,1,0,1,0,0,43014,2,0,0,0
evt_00001480,2026-05-28 10:06:00,user_008,office_staff,operations,file_00144,txt,high,edit,office_staff_device_8_0,NZ,Auckland,web,0,none,0,47943,0,normal,,10,3,0,0,0,0,-0.2525249401024546,0,1,0,0,1,0,0,47943,1,0,0,0
evt_00001443,2026-05-28 10:11:04,user_008,office_staff,operations,file_00193,csv,low,rename,office_staff_device_8_1,NZ,Auckland,web,0,none,0,649,0,normal,,10,3,0,0,0,0,-0.33484062242720664,0,2,0,0,1,0,1,48592,2,0,0,0
evt_00001444,2026-05-28 10:12:49,user_008,office_staff,operations,file_00101,pdf,low,view,office_staff_device_8_0,NZ,Wellington,web,0,none,0,4982,0,normal,,10,3,0,0,0,0,-0.32729899237871946,0,3,1,0,1,0,1,53574,3,0,0,0
evt_00001465,2026-05-28 10:16:54,user_008,office_staff,operations,file_00073,pdf,low,view,office_staff_device_8_1,NZ,Wellington,web,0,none,0,1117,0,normal,,10,3,0,0,0,0,-0.3340260637236082,0,3,2,0,0,0,1,6748,3,0,0,0
evt_00001432,2026-05-28 10:17:38,user_008,office_staff,operations,file_00052,txt,low,view,office_staff_device_8_0,NZ,Wellington,web,0,none,0,2854,0,normal,,10,3,0,0,0,0,-0.3310027977660217,0,4,3,0,0,0,1,9602,4,0,0,0
evt_00001452,2026-05-28 10:20:46,user_008,office_staff,operations,file_00168,docx,low,view,office_staff_device_8_1,NZ,Auckland,mobile,0,none,0,972,0,normal,,10,3,0,0,0,0,-0.3342784376809197,0,5,4,0,0,0,1,10574,5,0,0,0
