event_id,timestamp,user_id,role,department,file_id,file_type,file_sensitivity,action,device_id,country,city,app,is_external_share,share_scope,permission_change,bytes,label,intent,scenario_id
evt_00003064,2026-05-29 14:26:38,user_026,contractor,external,file_00280,xlsx,medium,view,contractor_device_26_0,NZ,Auckland,web,0,none,0,4251,0,normal,
evt_00002989,2026-05-29 14:27:28,user_023,manager,management,file_00172,txt,high,download,manager_device_23_2,NZ,Wellington,web,0,none,0,2240528,0,normal,
evt_00002542,2026-05-29 14:28:04,user_010,office_staff,operations,file_00078,pptx,low,view,office_staff_device_10_0,NZ,Wellington,web,0,none,0,8568,0,normal,
evt_00002830,2026-05-29 14:28:43,user_019,office_staff,operations,file_00090,docx,medium,view,office_staff_device_19_1,AU,Sydney,desktop,0,none,0,9907,0,normal,
evt_00002434,2026-05-29 14:29:15,user_007,office_staff,operations,file_00014,pdf,low,download,office_staff_device_7_0,NZ,Auckland,web,0,none,0,2984745,0,normal,
evt_00002858,2026-05-29 14:34:38,user_020,office_staff,operations,file_00212,xlsx,medium,edit,office_staff_device_20_1,NZ,Christchurch,mobile,0,none,0,2785,0,normal,
evt_00002607,2026-05-29 14:35:11,user_011,office_staff,operations,file_00037,pptx,medium,edit,office_staff_device_11_1,NZ,Auckland,desktop,0,none,0,43965,0,normal,
evt_00002849,2026-05-29 14:35:16,user_019,office_staff,operations,file_00026,txt,low,edit,office_staff_device_19_1,NZ,Auckland,web,0,none,0,19267,0,normal,
evt_00002383,2026-05-29 14:36:15,user_006,office_staff,operations,file_00002,docx,low,view,office_staff_device_6_1,AU,Sydney,web,0,none,0,1512,0,normal,
evt_00002443,2026-05-29 14:36:38,user_007,office_staff,operations,file_00095,txt,high,view,office_staff_device_7_1,AU,Sydney,web,0,none,0,886,0,normal,
evt_00002436,2026-05-29 14:36:48,user_007,office_staff,operations,file_00070,txt,high,delete,office_staff_device_7_0,NZ,Auckland,web,0,none,0,1267,0,normal,
evt_00002376,2026-05-29 14:37:13,user_006,office_staff,operations,file_00333,pptx,low,view,office_staff_device_6_1,AU,Sydney,web,0,none,0,513,0,normal,
evt_00002924,2026-05-29 14:40:14,user_021,manager,management,file_00159,docx,high,edit,manager_device_21_0,NZ,Wellington,desktop,0,none,0,14510,0,normal,
evt_00002798,2026-05-29 14:40:33,user_018,office_staff,operations,file_00052,txt,low,edit,office_staff_device_18_1,AU,Sydney,web,0,none,0,31045,0,normal,
evt_00002809,2026-05-29 14:43:18,user_018,office_staff,operations,file_00079,docx,high,download,office_staff_device_18_0,AU,Sydney,web,0,none,0,2347767,0,normal,
evt_00002314,2026-05-29 14:43:50,user_005,office_staff,operations,file_00072,csv,high,view,office_staff_device_5_0,NZ,Auckland,desktop,0,none,0,7647,0,normal,
evt_00003091,2026-05-29 14:44:26,user_028,contractor,external,file_00033,pdf,low,download,contractor_device_28_0,AU,Sydney,web,0,none,0,2190117,0,normal,
evt_00002776,2026-05-29 14:44:56,user_017,office_staff,operations,file_00038,txt,low,download,office_staff_device_17_1,NZ,Wellington,desktop,0,none,0,2297589,0,normal,
evt_00002916,2026-05-29 14:45:31,user_021,manager,management,file_00184,docx,low,view,manager_device_21_2,NZ,Christchurch,mobile,0,none,0,4075,0,normal,
evt_00002779,2026-05-29 14:45:52,user_017,office_staff,operations,file_00104,pdf,low,edit,office_staff_device_17_0,NZ,Wellington,web,0,none,0,23264,0,normal,
evt_00002412,2026-05-29 14:46:08,user_006,office_staff,operations,file_00271,xlsx,low,download,office_staff_device_6_1,AU,Sydney,web,0,none,0,907584,0,normal,
evt_00002985,2026-05-29 14:46:55,user_023,manager,management,file_00145,pptx,low,edit,manager_device_23_2,AU,Sydney,web,0,none,0,11588,0,normal,
evt_00002662,2026-05-29 14:47:04,user_014,office_staff,operations,file_00066,pdf,medium,view,office_staff_device_14_0,NZ,Christchurch,web,0,none,0,6495,0,normal,
evt_00002580,2026-05-29 14:47:06,user_011,office_staff,operations,file_00433,xlsx,low,edit,office_staff_device_11_0,NZ,Auckland,web,0,none,0,5144,0,normal,
evt_00002284,2026-05-29 14:47:16,user_004,office_staff,operations,file_00110,xlsx,low,view,office_staff_device_4_0,NZ,Auckland,web,0,none,0,8008,0,normal,
evt_00003050,2026-05-29 14:47:51,user_025,manager,management,file_00172,txt,high,view,manager_device_25_0,AU,Sydney,desktop,0,none,0,8911,0,normal,
evt_00002319,2026-05-29 14:48:40,user_005,office_staff,operations,file_00339,xlsx,high,view,office_staff_device_5_0,NZ,Christchurch,web,0,none,0,1646,0,normal,
evt_00002730,2026-05-29 14:48:44,user_016,office_staff,operations,file_00317,pdf,low,edit,office_staff_device_16_1,NZ,Auckland,mobile,0,none,0,16140,0,normal,
evt_00002262,2026-05-29 14:50:52,user_003,office_staff,operations,file_00189,pdf,medium,download,office_staff_device_3_0,NZ,Wellington,web,0,none,0,1168423,0,normal,
evt_00002909,2026-05-29 14:51:22,user_021,manager,management,file_00231,csv,low,download,manager_device_21_2,NZ,Christchurch,web,0,none,0,2940362,0,normal,
evt_00002926,2026-05-29 14:52:16,user_021,manager,management,file_00144,txt,high,edit,manager_device_21_0,NZ,Wellington,web,0,none,0,30942,0,normal,
evt_00002825,2026-05-29 14:52:30,user_018,office_staff,operations,file_00032,pdf,low,share,office_staff_device_18_0,NZ,Auckland,web,0,internal,0,1830,0,normal,
evt_00002618,2026-05-29 14:52:44,user_012,office_staff,operations,file_00277,pptx,low,view,office_staff_device_12_0,NZ,Christchurch,web,0,none,0,509,0,normal,
evt_00002763,2026-05-29 14:52:59,user_017,office_staff,operations,file_00101,pdf,low,view,office_staff_device_17_0,NZ,Wellington,web,0,none,0,1588,0,normal,
evt_00002465,2026-05-29 14:53:16,user_008,office_staff,operations,file_00076,csv,medium,view,office_staff_device_8_0,NZ,Auckland,web,0,none,0,3961,0,normal,
evt_00003025,2026-05-29 14:53:43,user_025,manager,management,file_00213,pdf,medium,share,manager_device_25_0,NZ,Christchurch,desktop,0,internal,0,1209,0,normal,
evt_00002286,2026-05-29 14:54:12,user_004,office_staff,operations,file_00250,pdf,low,download,office_staff_device_4_0,NZ,Auckland,desktop,0,none,0,278176,0,normal,
evt_00002788,2026-05-29 14:54:56,user_018,office_staff,operations,file_00076,csv,medium,view,office_staff_device_18_0,AU,Sydney,web,0,none,0,9427,0,normal,
evt_00002565,2026-05-29 14:55:08,user_011,office_staff,operations,file_00052,txt,low,download,office_staff_device_11_1,NZ,Auckland,web,0,none,0,2056211,0,normal,
evt_00002787,2026-05-29 14:57:39,user_018,office_staff,operations,file_00059,docx,high,download,office_staff_device_18_1,AU,Sydney,web,0,none,0,100118,0,normal,
evt_00002231,2026-05-29 14:57:39,user_003,office_staff,operations,file_00073,pdf,low,edit,office_staff_device_3_1,NZ,Auckland,web,0,none,0,30232,0,normal,
evt_00002785,2026-05-29 14:58:23,user_018,office_staff,operations,file_00345,docx,medium,view,office_staff_device_18_1,AU,Sydney,web,0,none,0,6845,0,normal,
evt_00002313,2026-05-29 14:59:15,user_005,office_staff,operations,file_00284,xlsx,high,view,office_staff_device_5_0,NZ,Auckland,desktop,0,none,0,8613,0,normal,
evt_00002460,2026-05-29 14:59:22,user_008,office_staff,operations,file_00089,pptx,low,download,office_staff_device_8_0,NZ,Auckland,desktop,0,none,0,1489192,0,normal,
evt_00002609,2026-05-29 14:59:37,user_011,office_staff,operations,file_00014,pdf,low,view,office_staff_device_11_1,AU,Sydney,desktop,0,none,0,1077,0,normal,
evt_00002217,2026-05-29 14:59:45,user_002,office_staff,operations,file_00064,pptx,low,edit,office_staff_device_2_1,NZ,Auckland,desktop,0,none,0,8140,0,normal,
evt_00002753,2026-05-29 15:00:58,user_016,office_staff,operations,file_00334,csv,medium,download,office_staff_device_16_1,NZ,Auckland,desktop,0,none,0,500845,0,normal,
evt_00002901,2026-05-29 15:01:24,user_021,manager,management,file_00162,txt,medium,edit,manager_device_21_1,NZ,Wellington,desktop,0,none,0,27932,0,normal,
evt_00002202,2026-05-29 15:03:07,user_002,office_staff,operations,file_00054,pptx,low,edit,office_staff_device_2_0,NZ,Auckland,web,0,none,0,49865,0,normal,
evt_00002581,2026-05-29 15:03:25,user_011,office_staff,operations,file_00034,xlsx,low,edit,office_staff_device_11_0,NZ,Auckland,web,0,none,0,26729,0,normal,
evt_00002745,2026-05-29 15:03:42,user_016,office_staff,operations,file_00002,docx,low,download,office_staff_device_16_1,NZ,Auckland,mobile,0,none,0,1306188,0,normal,
evt_00002440,2026-05-29 15:05:59,user_007,office_staff,operations,file_00023,docx,low,download,office_staff_device_7_0,NZ,Auckland,web,0,none,0,948227,0,normal,
evt_00002230,2026-05-29 15:06:08,user_003,office_staff,operations,file_00340,docx,medium,view,office_staff_device_3_0,NZ,Wellington,web,0,none,0,3908,0,normal,
evt_00002481,2026-05-29 15:07:26,user_008,office_staff,operations,file_00090,docx,medium,download,office_staff_device_8_1,NZ,Wellington,web,0,none,0,1857440,0,normal,
evt_00002743,2026-05-29 15:07:28,user_016,office_staff,operations,file_00093,csv,low,edit,office_staff_device_16_0,NZ,Christchurch,desktop,0,none,0,24634,0,normal,
evt_00002404,2026-05-29 15:08:00,user_006,office_staff,operations,file_00116,txt,high,download,office_staff_device_6_1,NZ,Auckland,web,0,none,0,2917757,0,normal,
evt_00002252,2026-05-29 15:08:03,user_003,office_staff,operations,file_00098,pdf,medium,view,office_staff_device_3_0,NZ,Wellington,desktop,0,none,0,5811,0,normal,
evt_00002204,2026-05-29 15:08:36,user_002,office_staff,operations,file_00074,txt,high,view,office_staff_device_2_1,NZ,Auckland,desktop,0,none,0,8052,0,normal,
evt_00002828,2026-05-29 15:08:47,user_019,office_staff,operations,file_00433,xlsx,low,download,office_staff_device_19_0,NZ,Auckland,web,0,none,0,2208187,0,normal,
evt_00002717,2026-05-29 15:09:12,user_015,office_staff,operations,file_00107,xlsx,low,rename,office_staff_device_15_0,NZ,Wellington,web,0,none,0,18,0,normal,
evt_00002415,2026-05-29 15:10:10,user_006,office_staff,operations,file_00300,pptx,low,download,office_staff_device_6_0,AU,Sydney,web,0,none,0,2732532,0,normal,
evt_00002499,2026-05-29 15:10:14,user_009,office_staff,operations,file_00061,docx,low,view,office_staff_device_9_0,NZ,Christchurch,web,0,none,0,2332,0,normal,
evt_00002195,2026-05-29 15:11:07,user_002,office_staff,operations,file_00450,csv,low,edit,office_staff_device_2_0,NZ,Christchurch,web,0,none,0,22435,0,normal,
evt_00003070,2026-05-29 15:11:31,user_026,contractor,external,file_00253,docx,low,view,contractor_device_26_0,NZ,Auckland,web,0,none,0,5080,0,normal,
evt_00002355,2026-05-29 15:12:16,user_005,office_staff,operations,file_00081,pdf,medium,view,office_staff_device_5_0,NZ,Christchurch,web,0,none,0,6103,0,normal,
evt_00002501,2026-05-29 15:13:03,user_009,office_staff,operations,file_00354,pdf,low,view,office_staff_device_9_0,NZ,Christchurch,web,0,none,0,1439,0,normal,
evt_00003086,2026-05-29 15:13:31,user_028,contractor,external,file_00154,txt,low,view,contractor_device_28_0,NZ,Wellington,web,0,none,0,3524,0,normal,
evt_00002514,2026-05-29 15:13:55,user_009,office_staff,operations,file_00033,pdf,low,view,office_staff_device_9_0,NZ,Christchurch,web,0,none,0,6188,0,normal,
evt_00003058,2026-05-29 15:14:26,user_026,contractor,external,file_00241,csv,low,edit,contractor_device_26_0,NZ,Christchurch,web,0,none,0,49216,0,normal,
evt_00002212,2026-05-29 15:14:44,user_002,office_staff,operations,file_00022,pdf,low,view,office_staff_device_2_0,NZ,Christchurch,web,0,none,0,3445,0,normal,
evt_00002349,2026-05-29 15:15:59,user_005,office_staff,operations,file_00120,docx,low,view,office_staff_device_5_1,NZ,Auckland,web,0,none,0,3768,0,normal,
evt_00002647,2026-05-29 15:16:17,user_013,office_staff,operations,file_00053,csv,medium,download,office_staff_device_13_1,NZ,Auckland,web,0,none,0,1810905,0,normal,
evt_00002487,2026-05-29 15:16:25,user_008,office_staff,operations,file_00005,docx,medium,view,office_staff_device_8_0,NZ,Auckland,web,0,none,0,7200,0,normal,
evt_00002328,2026-05-29 15:16:35,user_005,office_staff,operations,file_00074,txt,high,download,office_staff_device_5_1,NZ,Christchurch,web,0,none,0,1995197,0,normal,
evt_00002335,2026-05-29 15:16:53,user_005,office_staff,operations,file_00278,xlsx,low,download,office_staff_device_5_1,NZ,Auckland,web,0,none,0,989205,0,normal,
evt_00002168,2026-05-29 15:17:41,user_001,office_staff,operations,file_00423,pdf,high,view,office_staff_device_1_0,NZ,Auckland,desktop,0,none,0,3929,0,normal,
evt_00002397,2026-05-29 15:17:56,user_006,office_staff,operations,file_00093,csv,low,view,office_staff_device_6_0,AU,Sydney,web,0,none,0,7930,0,normal,
evt_00002739,2026-05-29 15:18:59,user_016,office_staff,operations,file_00089,pptx,low,view,office_staff_device_16_0,NZ,Christchurch,desktop,0,none,0,9437,0,normal,
evt_00003073,2026-05-29 15:20:24,user_027,contractor,external,file_00107,xlsx,low,view,contractor_device_27_1,NZ,Christchurch,web,0,none,0,1964,0,normal,
evt_00002861,2026-05-29 15:20:55,user_020,office_staff,operations,file_00099,csv,low,view,office_staff_device_20_0,NZ,Christchurch,web,0,none,0,6604,0,normal,
evt_00002721,2026-05-29 15:21:33,user_015,office_staff,operations,file_00065,xlsx,medium,view,office_staff_device_15_0,NZ,Wellington,web,0,none,0,7915,0,normal,
evt_00002190,2026-05-29 15:21:50,user_002,office_staff,operations,file_00352,xlsx,low,edit,office_staff_device_2_1,NZ,Auckland,web,0,none,0,39660,0,normal,
evt_00002720,2026-05-29 15:22:06,user_015,office_staff,operations,file_00118,txt,low,view,office_staff_device_15_1,AU,Sydney,web,0,none,0,2719,0,normal,
evt_00002993,2026-05-29 15:24:18,user_023,manager,management,file_00278,xlsx,low,view,manager_device_23_2,NZ,Christchurch,desktop,0,none,0,2468,0,normal,
evt_00002495,2026-05-29 15:26:16,user_009,office_staff,operations,file_00456,txt,medium,view,office_staff_device_9_1,NZ,Auckland,web,0,none,0,6825,0,normal,
evt_00002746,2026-05-29 15:26:31,user_016,office_staff,operations,file_00115,pptx,high,download,office_staff_device_16_1,NZ,Auckland,web,0,none,0,2431611,0,normal,
evt_00002570,2026-05-29 15:26:57,user_011,office_staff,operations,file_00092,pdf,medium,share,office_staff_device_11_1,AU,Sydney,desktop,0,internal,0,929,0,normal,
evt_00002633,2026-05-29 15:27:27,user_012,office_staff,operations,file_00094,xlsx,low,view,office_staff_device_12_1,AU,Sydney,web,0,none,0,1857,0,normal,
evt_00003118,2026-05-29 15:27:49,user_029,it_admin,it,file_00407,pdf,medium,rename,it_admin_device_29_1,AU,Sydney,web,0,none,0,1098,0,normal,
evt_00002264,2026-05-29 15:28:56,user_003,office_staff,operations,file_00059,docx,high,download,office_staff_device_3_0,NZ,Auckland,web,0,none,0,1679434,0,normal,
evt_00002540,2026-05-29 15:29:19,user_010,office_staff,operations,file_00341,csv,low,edit,office_staff_device_10_1,NZ,Christchurch,web,0,none,0,49822,0,normal,
evt_00003060,2026-05-29 15:30:11,user_026,contractor,external,file_00334,csv,medium,download,contractor_device_26_0,NZ,Christchurch,web,0,none,0,1147681,0,normal,
evt_00002413,2026-05-29 15:30:38,user_006,office_staff,operations,file_00074,txt,high,edit,office_staff_device_6_0,NZ,Auckland,web,0,none,0,3087,0,normal,
evt_00003048,2026-05-29 15:31:00,user_025,manager,management,file_00357,csv,medium,view,manager_device_25_2,NZ,Christchurch,web,0,none,0,6177,0,normal,
evt_00003088,2026-05-29 15:31:22,user_028,contractor,external,file_00306,txt,low,share,contractor_device_28_0,AU,Sydney,web,0,internal,0,142,0,normal,
evt_00002767,2026-05-29 15:32:42,user_017,office_staff,operations,file_00290,xlsx,low,edit,office_staff_device_17_0,NZ,Wellington,web,0,none,0,9404,0,normal,
evt_00002976,2026-05-29 15:33:07,user_023,manager,management,file_00211,docx,high,download,manager_device_23_0,NZ,Wellington,desktop,0,none,0,1010778,0,normal,
evt_00002793,2026-05-29 15:33:33,user_018,office_staff,operations,file_00011,pdf,low,view,office_staff_device_18_1,AU,Sydney,web,0,none,0,9857,0,normal,
evt_00002480,2026-05-29 15:33:47,user_008,office_staff,operations,file_00055,docx,medium,edit,office_staff_device_8_1,NZ,Wellington,web,0,none,0,7893,0,normal,
evt_00002652,2026-05-29 15:34:34,user_013,office_staff,operations,file_00007,docx,low,rename,office_staff_device_13_0,NZ,Christchurch,web,0,none,0,1487,0,normal,
evt_00002339,2026-05-29 15:36:03,user_005,office_staff,operations,file_00083,csv,low,share,office_staff_device_5_0,NZ,Christchurch,desktop,0,internal,0,1739,0,normal,
evt_00002840,2026-05-29 15:36:42,user_019,office_staff,operations,file_00288,txt,medium,view,office_staff_device_19_1,AU,Sydney,desktop,0,none,0,5479,0,normal,
evt_00002367,2026-05-29 15:37:23,user_006,office_staff,operations,file_00393,txt,low,download,office_staff_device_6_0,NZ,Auckland,web,0,none,0,744095,0,normal,
evt_00002851,2026-05-29 15:37:34,user_019,office_staff,operations,file_00046,csv,high,download,office_staff_device_19_1,NZ,Auckland,web,0,none,0,2002995,0,normal,
evt_00002728,2026-05-29 15:38:31,user_016,office_staff,operations,file_00088,xlsx,high,download,office_staff_device_16_0,NZ,Auckland,desktop,0,none,0,1614752,0,normal,
evt_00002185,2026-05-29 15:38:43,user_001,office_staff,operations,file_00008,txt,low,delete,office_staff_device_1_1,NZ,Auckland,web,0,none,0,1969,0,normal,
evt_00002946,2026-05-29 15:38:55,user_022,manager,management,file_00171,xlsx,high,delete,manager_device_22_0,NZ,Auckland,desktop,0,none,0,231,0,normal,
evt_00002270,2026-05-29 15:39:39,user_003,office_staff,operations,file_00023,docx,low,view,office_staff_device_3_1,NZ,Auckland,web,0,none,0,649,0,normal,
evt_00002234,2026-05-29 15:41:34,user_003,office_staff,operations,file_00093,csv,low,edit,office_staff_device_3_1,NZ,Auckland,web,0,none,0,15729,0,normal,
evt_00002506,2026-05-29 15:41:57,user_009,office_staff,operations,file_00338,pdf,medium,view,office_staff_device_9_0,NZ,Christchurch,web,0,none,0,6069,0,normal,
evt_00002459,2026-05-29 15:42:11,user_008,office_staff,operations,file_00001,xlsx,low,view,office_staff_device_8_1,NZ,Auckland,mobile,0,none,0,8638,0,normal,
evt_00002225,2026-05-29 15:42:23,user_003,office_staff,operations,file_00030,txt,low,view,office_staff_device_3_0,NZ,Auckland,web,0,none,0,1474,0,normal,
evt_00002295,2026-05-29 15:42:46,user_004,office_staff,operations,file_00004,xlsx,low,view,office_staff_device_4_1,NZ,Auckland,web,0,none,0,9968,0,normal,
evt_00002843,2026-05-29 15:42:55,user_019,office_staff,operations,file_00076,csv,medium,permission_change,office_staff_device_19_0,AU,Sydney,mobile,0,none,1,929,0,normal,
evt_00002759,2026-05-29 15:43:57,user_017,office_staff,operations,file_00117,txt,low,edit,office_staff_device_17_1,NZ,Wellington,web,0,none,0,25835,0,normal,
evt_00002670,2026-05-29 15:44:38,user_014,office_staff,operations,file_00108,pdf,high,share,office_staff_device_14_0,NZ,Christchurch,desktop,0,internal,0,69,0,normal,
evt_00002986,2026-05-29 15:44:55,user_023,manager,management,file_00221,docx,medium,edit,manager_device_23_2,NZ,Christchurch,web,0,none,0,45711,0,normal,
evt_00002625,2026-05-29 15:45:31,user_012,office_staff,operations,file_00102,pptx,low,rename,office_staff_device_12_0,NZ,Christchurch,web,0,none,0,816,0,normal,
evt_00002552,2026-05-29 15:45:34,user_010,office_staff,operations,file_00446,xlsx,medium,share,office_staff_device_10_1,NZ,Christchurch,web,0,internal,0,2581,0,normal,
evt_00002362,2026-05-29 15:47:24,user_005,office_staff,operations,file_00065,xlsx,medium,edit,office_staff_device_5_1,NZ,Auckland,web,0,none,0,39905,0,normal,
evt_00002712,2026-05-29 15:47:32,user_015,office_staff,operations,file_00016,pptx,low,view,office_staff_device_15_0,NZ,Wellington,desktop,0,none,0,5220,0,normal,
evt_00002706,2026-05-29 15:47:36,user_015,office_staff,operations,file_00259,xlsx,low,edit,office_staff_device_15_0,NZ,Wellington,web,0,none,0,38921,0,normal,
evt_00002715,2026-05-29 15:47:36,user_015,office_staff,operations,file_00118,txt,low,edit,office_staff_device_15_1,NZ,Wellington,web,0,none,0,7534,0,normal,
evt_00002875,2026-05-29 15:48:17,user_020,office_staff,operations,file_00072,csv,high,view,office_staff_device_20_1,NZ,Wellington,desktop,0,none,0,5315,0,normal,
evt_00002648,2026-05-29 15:52:30,user_013,office_staff,operations,file_00117,txt,low,share,office_staff_device_13_0,NZ,Christchurch,web,0,internal,0,1074,0,normal,
evt_00002274,2026-05-29 15:52:56,user_004,office_staff,operations,file_00097,pptx,medium,view,office_staff_device_4_1,NZ,Christchurch,desktop,0,none,0,9983,0,normal,
evt_00003137,2026-05-29 15:55:03,user_030,it_admin,it,file_00430,docx,low,permission_change,it_admin_device_30_0,NZ,Auckland,web,0,none,1,338,0,normal,
evt_00003084,2026-05-29 15:55:15,user_027,contractor,external,file_00263,txt,high,rename,contractor_device_27_1,NZ,Auckland,web,0,none,0,1801,0,normal,
evt_00002783,2026-05-29 15:55:28,user_018,office_staff,operations,file_00053,csv,medium,edit,office_staff_device_18_1,NZ,Auckland,web,0,none,0,29669,0,normal,
evt_00002416,2026-05-29 15:56:04,user_006,office_staff,operations,file_00092,pdf,medium,edit,office_staff_device_6_1,NZ,Auckland,web,0,none,0,21050,0,normal,
evt_00002966,2026-05-29 15:57:05,user_023,manager,management,file_00177,txt,high,edit,manager_device_23_0,NZ,Wellington,web,0,none,0,13094,0,normal,
evt_00002370,2026-05-29 15:57:05,user_006,office_staff,operations,file_00020,docx,medium,edit,office_staff_device_6_0,NZ,Auckland,desktop,0,none,0,4363,0,normal,
evt_00002165,2026-05-29 15:57:11,user_001,office_staff,operations,file_00082,csv,medium,share,office_staff_device_1_1,AU,Sydney,mobile,0,internal,0,2821,0,normal,
evt_00003110,2026-05-29 15:58:52,user_029,it_admin,it,file_00425,txt,medium,permission_change,it_admin_device_29_1,NZ,Wellington,desktop,0,none,1,812,0,normal,
evt_00002621,2026-05-29 15:58:54,user_012,office_staff,operations,file_00361,pdf,low,view,office_staff_device_12_0,AU,Sydney,desktop,0,none,0,1615,0,normal,
evt_00002864,2026-05-29 15:59:09,user_020,office_staff,operations,file_00059,docx,high,view,office_staff_device_20_0,NZ,Christchurch,desktop,0,none,0,2641,0,normal,
evt_00002723,2026-05-29 15:59:18,user_016,office_staff,operations,file_00293,docx,medium,view,office_staff_device_16_0,NZ,Christchurch,desktop,0,none,0,2452,0,normal,
evt_00003067,2026-05-29 15:59:49,user_026,contractor,external,file_00273,docx,low,view,contractor_device_26_0,NZ,Auckland,mobile,0,none,0,9913,0,normal,
evt_00002469,2026-05-29 16:01:25,user_008,office_staff,operations,file_00109,xlsx,medium,view,office_staff_device_8_1,NZ,Auckland,desktop,0,none,0,1824,0,normal,
evt_00002423,2026-05-29 16:01:43,user_007,office_staff,operations,file_00410,docx,low,edit,office_staff_device_7_1,NZ,Auckland,desktop,0,none,0,38541,0,normal,
evt_00002520,2026-05-29 16:01:55,user_009,office_staff,operations,file_00368,txt,low,download,office_staff_device_9_1,NZ,Auckland,web,0,none,0,2605238,0,normal,
evt_00003015,2026-05-29 16:02:22,user_025,manager,management,file_00158,xlsx,medium,permission_change,manager_device_25_2,NZ,Auckland,desktop,0,none,1,692,0,normal,
evt_00002178,2026-05-29 16:03:23,user_001,office_staff,operations,file_00075,docx,high,view,office_staff_device_1_1,AU,Sydney,mobile,0,none,0,696,0,normal,
evt_00002714,2026-05-29 16:03:24,user_015,office_staff,operations,file_00045,xlsx,low,download,office_staff_device_15_0,AU,Sydney,desktop,0,none,0,701840,0,normal,
evt_00002764,2026-05-29 16:03:55,user_017,office_staff,operations,file_00113,pptx,low,share,office_staff_device_17_0,NZ,Wellington,web,0,internal,0,726,0,normal,
evt_00002358,2026-05-29 16:04:22,user_005,office_staff,operations,file_00022,pdf,low,edit,office_staff_device_5_1,NZ,Auckland,web,0,none,0,22048,0,normal,
evt_00002775,2026-05-29 16:04:41,user_017,office_staff,operations,file_00006,xlsx,medium,edit,office_staff_device_17_0,AU,Sydney,web,0,none,0,3817,0,normal,
evt_00002172,2026-05-29 16:05:26,user_001,office_staff,operations,file_00088,xlsx,high,share,office_staff_device_1_0,AU,Sydney,web,1,external,0,795,0,normal,
evt_00002467,2026-05-29 16:05:33,user_008,office_staff,operations,file_00368,txt,low,edit,office_staff_device_8_1,NZ,Wellington,web,0,none,0,34826,0,normal,
evt_00003021,2026-05-29 16:06:19,user_025,manager,management,file_00231,csv,low,view,manager_device_25_1,NZ,Auckland,web,0,none,0,8423,0,normal,
evt_00002308,2026-05-29 16:06:41,user_005,office_staff,operations,file_00063,txt,low,edit,office_staff_device_5_0,NZ,Auckland,web,0,none,0,40210,0,normal,
evt_00003119,2026-05-29 16:08:35,user_029,it_admin,it,file_00417,docx,medium,delete,it_admin_device_29_1,AU,Sydney,web,0,none,0,193,0,normal,
evt_00002379,2026-05-29 16:08:54,user_006,office_staff,operations,file_00385,docx,medium,view,office_staff_device_6_1,NZ,Auckland,web,0,none,0,8941,0,normal,
evt_00003078,2026-05-29 16:10:08,user_027,contractor,external,file_00265,pdf,low,edit,contractor_device_27_0,NZ,Christchurch,web,0,none,0,8627,0,normal,
evt_00002250,2026-05-29 16:10:09,user_003,office_staff,operations,file_00034,xlsx,low,edit,office_staff_device_3_0,NZ,Wellington,web,0,none,0,7973,0,normal,
evt_00003026,2026-05-29 16:12:35,user_025,manager,management,file_00209,pdf,high,edit,manager_device_25_2,AU,Sydney,web,0,none,0,4394,0,normal,
evt_00002941,2026-05-29 16:12:42,user_022,manager,management,file_00238,csv,low,edit,manager_device_22_0,NZ,Auckland,web,0,none,0,14349,0,normal,
evt_00003010,2026-05-29 16:12:50,user_024,manager,management,file_00156,xlsx,medium,download,manager_device_24_2,NZ,Christchurch,desktop,0,none,0,629980,0,normal,
evt_00002573,2026-05-29 16:14:28,user_011,office_staff,operations,file_00065,xlsx,medium,view,office_staff_device_11_1,NZ,Auckland,desktop,0,none,0,4919,0,normal,
evt_00002400,2026-05-29 16:14:46,user_006,office_staff,operations,file_00020,docx,medium,edit,office_staff_device_6_0,AU,Sydney,web,0,none,0,6121,0,normal,
evt_00003059,2026-05-29 16:15:47,user_026,contractor,external,file_00311,docx,low,edit,contractor_device_26_0,NZ,Auckland,web,0,none,0,5604,0,normal,
evt_00003142,2026-05-29 16:16:25,user_030,it_admin,it,file_00415,docx,low,permission_change,it_admin_device_30_2,NZ,Auckland,desktop,0,none,1,262,0,normal,
evt_00002338,2026-05-29 16:16:49,user_005,office_staff,operations,file_00060,pdf,low,view,office_staff_device_5_1,NZ,Auckland,mobile,0,none,0,4296,0,normal,
evt_00002439,2026-05-29 16:17:43,user_007,office_staff,operations,file_00404,pdf,low,view,office_staff_device_7_0,NZ,Auckland,web,0,none,0,7674,0,normal,
evt_00002789,2026-05-29 16:20:00,user_018,office_staff,operations,file_00084,pdf,low,view,office_staff_device_18_1,NZ,Auckland,web,0,none,0,5724,0,normal,
evt_00002525,2026-05-29 16:20:06,user_009,office_staff,operations,file_00082,csv,medium,view,office_staff_device_9_0,NZ,Auckland,web,0,none,0,5321,0,normal,
evt_00003012,2026-05-29 16:20:15,user_024,manager,management,file_00317,pdf,low,permission_change,manager_device_24_0,NZ,Wellington,desktop,0,none,1,148,0,normal,
evt_00002384,2026-05-29 16:20:55,user_006,office_staff,operations,file_00387,txt,low,download,office_staff_device_6_0,NZ,Auckland,web,0,none,0,2582406,0,normal,
evt_00002297,2026-05-29 16:21:06,user_004,office_staff,operations,file_00091,xlsx,high,edit,office_staff_device_4_0,NZ,Auckland,desktop,0,none,0,35384,0,normal,
